Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
statechange,User_43,O_Created,Offer,OfferState_1376372803,complete,2016-01-04 13:30:18.093000+00:00,Not speficied,New credit,Application_1823402778,15000.0,,,,,,,,Offer_1185562763,0.0033436111111111114,False,False,False
Obtained,User_33,W_Call incomplete files,Workflow,Workitem_2071194155,resume,2016-01-11 18:29:55.552000+00:00,"Other, see explanation",Limit raise,Application_1301925609,35000.0,,,,,,,,,0.3775944444444444,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_1343236029,schedule,2016-01-01 14:14:33.847000+00:00,Car,New credit,Application_619403287,15000.0,,,,,,,,,2.777777777777778e-06,False,False,False
statechange,User_1,A_Concept,Application,ApplState_1841819128,complete,2016-01-04 13:32:40.633000+00:00,Remaining debt home,New credit,Application_1981969728,40000.0,,,,,,,,,20.63017,False,False,False
Released,User_30,W_Call incomplete files,Workflow,Workitem_1301345415,suspend,2016-01-13 11:04:38.572000+00:00,Home improvement,Limit raise,Application_2070389081,30000.0,,,,,,,,,2.2296291666666668,False,False,False
Obtained,User_41,W_Call incomplete files,Workflow,Workitem_1588630581,resume,2016-02-19 15:23:38.795000+00:00,"Other, see explanation",Limit raise,Application_484278024,7000.0,,,,,,,,,0.0122925,False,False,False
Released,User_95,W_Call incomplete files,Workflow,Workitem_1399718301,suspend,2016-01-22 10:20:18.897000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,0.9974241666666667,False,False,False
statechange,User_1,A_Concept,Application,ApplState_1145436902,complete,2016-01-01 13:06:26.321000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,,22.274891666666665,False,False,False
Released,User_15,W_Call after offers,Workflow,Workitem_985674414,suspend,2016-01-08 09:17:40.125000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,122.58639944444444,False,False,False
Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1548814618,resume,2016-02-12 16:08:23.139000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,0.027546388888888888,False,False,False
Released,User_21,W_Call after offers,Workflow,Workitem_428939018,suspend,2016-01-11 08:11:08.060000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,25.28997388888889,False,False,False
Created,User_117,W_Validate application,Workflow,Workitem_1066655823,schedule,2016-01-15 11:00:41.208000+00:00,Not speficied,New credit,Application_1823402778,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_359236131,resume,2016-01-04 11:00:29.038000+00:00,Home improvement,New credit,Application_1448214642,8000.0,,,,,,,,,0.07530166666666667,False,False,False
Obtained,User_99,W_Validate application,Workflow,Workitem_14806107,resume,2016-01-13 11:22:42.960000+00:00,Car,New credit,Application_1624825294,5000.0,,,,,,,,,0.4976563888888889,False,False,False
statechange,User_8,O_Created,Offer,OfferState_1681949223,complete,2016-01-29 09:43:48.735000+00:00,Car,New credit,Application_2015287405,15000.0,,,,,,,,Offer_274484173,0.005367777777777779,False,False,False
Released,User_28,W_Call incomplete files,Workflow,Workitem_990038467,suspend,2016-02-23 10:05:37.253000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,45.41779805555556,False,False,False
Released,User_112,W_Validate application,Workflow,Workitem_1008418519,suspend,2016-01-11 09:21:19.069000+00:00,Home improvement,New credit,Application_1547844908,40000.0,,,,,,,,,2.8713900000000003,False,False,False
Created,User_74,O_Create Offer,Offer,Offer_602753079,complete,2016-01-05 19:09:32.433000+00:00,"Other, see explanation",New credit,Application_1723028098,25000.0,10300.0,60.0,True,468.32,True,0.0,25000.0,,0.0003263888888888889,False,False,False
Created,User_1,A_Create Application,Application,Application_1301009504,complete,2016-01-04 17:15:28.482000+00:00,Home improvement,New credit,Application_1301009504,35000.0,,,,,,,,,1.4166666666666666e-05,False,False,False
Obtained,User_92,W_Call incomplete files,Workflow,Workitem_1405346109,resume,2016-02-05 19:25:03.286000+00:00,Unknown,New credit,Application_1660185664,0.0,,,,,,,,,0.06238111111111111,False,False,False
Obtained,User_71,W_Complete application,Workflow,Workitem_771338235,resume,2016-01-05 12:26:37.032000+00:00,Car,New credit,Application_864903752,16000.0,,,,,,,,,0.14225694444444445,False,False,False
statechange,User_87,A_Pending,Application,ApplState_724154637,complete,2016-01-29 12:20:25.484000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_11,O_Created,Offer,OfferState_415675394,complete,2016-01-04 19:01:33.599000+00:00,Car,New credit,Application_2002564265,5000.0,,,,,,,,Offer_915189963,0.008601944444444443,False,False,False
statechange,User_109,A_Pending,Application,ApplState_82334781,complete,2016-01-22 07:28:05.260000+00:00,Remaining debt home,New credit,Application_1981969728,40000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Released,User_3,W_Call after offers,Workflow,Workitem_95083538,suspend,2016-01-04 12:53:10.196000+00:00,Car,New credit,Application_1096831814,11800.0,,,,,,,,,45.27466972222222,False,False,False
Deleted,User_113,W_Call after offers,Workflow,Workitem_1567550865,ate_abort,2016-01-13 09:36:13.933000+00:00,Home improvement,Limit raise,Application_803879893,10000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_127,A_Validating,Application,ApplState_1376861319,complete,2016-01-13 11:05:51.812000+00:00,"Other, see explanation",Limit raise,Application_1787371920,23500.0,,,,,,,,,0.005435833333333333,False,False,False
Deleted,User_16,W_Complete application,Workflow,Workitem_598560544,complete,2016-01-04 10:37:38.384000+00:00,Tax payments,New credit,Application_446334558,7500.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_95,W_Validate application,Workflow,Workitem_1695246706,resume,2016-01-13 09:35:06.696000+00:00,Existing loan takeover,New credit,Application_223366470,5000.0,,,,,,,,,0.36663361111111115,False,False,False
Deleted,User_30,W_Validate application,Workflow,Workitem_263687663,complete,2016-01-07 12:02:39.171000+00:00,Home improvement,Limit raise,Application_1674281629,30000.0,,,,,,,,,3.055555555555555e-06,False,False,False
Obtained,User_71,W_Call after offers,Workflow,Workitem_2097602495,resume,2016-01-08 08:55:15.385000+00:00,Caravan / Camper,New credit,Application_1059184025,6600.0,,,,,,,,,0.015803611111111112,False,False,False
Created,User_99,W_Call incomplete files,Workflow,Workitem_1166026091,schedule,2016-01-13 11:52:34.529000+00:00,Car,New credit,Application_1624825294,5000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_4,O_Created,Offer,OfferState_423249872,complete,2016-01-05 16:55:23.109000+00:00,Car,New credit,Application_268676496,5500.0,,,,,,,,Offer_1612285972,0.0032544444444444444,False,False,False
Released,User_31,W_Call after offers,Workflow,Workitem_2042131538,suspend,2016-01-04 15:02:08.758000+00:00,"Other, see explanation",New credit,Application_1339153511,12000.0,,,,,,,,,90.05773083333334,True,True,True
Obtained,User_10,W_Call after offers,Workflow,Workitem_726162341,start,2016-01-05 16:39:06.485000+00:00,Existing loan takeover,New credit,Application_167944225,8000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Created,User_28,A_Create Application,Application,Application_2040511284,complete,2016-01-04 11:53:44.913000+00:00,"Other, see explanation",New credit,Application_2040511284,5500.0,,,,,,,,,4.9999999999999996e-06,False,False,False
statechange,User_7,A_Accepted,Application,ApplState_354814402,complete,2016-01-04 15:40:54.654000+00:00,Home improvement,New credit,Application_2105878744,5000.0,,,,,,,,,0.09722083333333334,False,False,False
statechange,User_95,O_Cancelled,Offer,OfferState_379830825,complete,2016-01-15 15:48:10.861000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_210781714,3.055555555555555e-06,False,False,False
statechange,User_14,O_Created,Offer,OfferState_1256602407,complete,2016-01-22 18:51:44.192000+00:00,Existing loan takeover,New credit,Application_767475240,15400.0,,,,,,,,Offer_1394845612,0.0038475000000000002,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_1717295011,schedule,2016-01-01 19:19:56.895000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,2.777777777777778e-06,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1909441841,withdraw,2016-01-03 17:49:37.353000+00:00,Existing loan takeover,New credit,Application_396349881,15000.0,,,,,,,,,6.944444444444445e-06,False,False,False
Obtained,User_127,W_Validate application,Workflow,Workitem_43644299,start,2016-01-13 12:17:33.484000+00:00,Car,New credit,Application_505474597,6750.0,,,,,,,,,0.00026527777777777774,False,False,False
Released,User_34,W_Call incomplete files,Workflow,Workitem_368244091,suspend,2016-01-13 14:46:59.441000+00:00,Home improvement,New credit,Application_428409768,15000.0,,,,,,,,,1.2393744444444443,False,False,False
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1198746777,start,2016-01-14 10:32:02.427000+00:00,Home improvement,New credit,Application_2113276114,7500.0,,,,,,,,,5.555555555555555e-07,False,False,False
Obtained,User_75,W_Validate application,Workflow,Workitem_637811485,resume,2016-02-15 07:23:17.685000+00:00,Remaining debt home,Limit raise,Application_1374020543,30000.0,,,,,,,,,0.44819472222222223,False,False,False
Created,User_38,W_Call after offers,Workflow,Workitem_2125308140,schedule,2016-01-04 11:22:16.136000+00:00,Car,New credit,Application_1767756144,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Created,User_19,A_Create Application,Application,Application_53530491,complete,2016-01-04 15:47:20.577000+00:00,Unknown,New credit,Application_53530491,0.0,,,,,,,,,3.3333333333333333e-06,False,False,False
statechange,User_99,A_Incomplete,Application,ApplState_1340293958,complete,2016-01-11 12:01:46.717000+00:00,Existing loan takeover,Limit raise,Application_1999238509,10000.0,,,,,,,,,0.0032422222222222223,False,False,False
statechange,User_127,A_Validating,Application,ApplState_746636683,complete,2016-01-13 14:25:59.021000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,,0.03431805555555555,False,False,False
Released,User_116,W_Validate application,Workflow,Workitem_319331486,suspend,2016-01-13 12:37:17.792000+00:00,Unknown,New credit,Application_53530491,0.0,,,,,,,,,19.8974925,True,True,True
Released,User_100,W_Validate application,Workflow,Workitem_1143822025,suspend,2016-01-19 14:07:05.628000+00:00,Existing loan takeover,New credit,Application_1613424593,18000.0,,,,,,,,,1.2147452777777776,False,False,False
Released,User_41,W_Call incomplete files,Workflow,Workitem_837586355,suspend,2016-01-11 11:32:01.175000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,,23.103915277777777,False,False,False
statechange,User_16,O_Created,Offer,OfferState_772952235,complete,2016-01-04 08:59:07.951000+00:00,Existing loan takeover,New credit,Application_1300843234,12500.0,,,,,,,,Offer_207015621,0.012357777777777778,False,False,False
Deleted,User_17,W_Handle leads,Workflow,Workitem_486772058,complete,2016-01-02 09:43:10.023000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,3.3333333333333333e-06,False,False,False
Obtained,User_15,W_Complete application,Workflow,Workitem_819037244,start,2016-01-04 10:36:34.902000+00:00,Not speficied,New credit,Application_1823402778,15000.0,,,,,,,,,0.23442749999999998,False,False,False
Obtained,User_68,W_Validate application,Workflow,Workitem_1026046121,resume,2016-01-12 05:58:55.043000+00:00,Unknown,New credit,Application_2108937169,0.0,,,,,,,,,0.005422222222222222,False,False,False
statechange,User_10,A_Complete,Application,ApplState_350559488,complete,2016-01-04 19:42:27.420000+00:00,Car,New credit,Application_1898882436,5000.0,,,,,,,,,0.03612944444444444,False,False,False
Released,User_19,W_Call after offers,Workflow,Workitem_1498794380,suspend,2016-01-04 08:59:11.702000+00:00,Car,New credit,Application_1363980603,7500.0,,,,,,,,,76.54795694444445,False,False,False
Released,User_27,W_Call after offers,Workflow,Workitem_790293227,suspend,2016-01-11 08:30:31.755000+00:00,Home improvement,Limit raise,Application_1947668470,20000.0,,,,,,,,,97.04119722222222,True,True,True
statechange,User_3,A_Accepted,Application,ApplState_2061884966,complete,2016-01-02 14:47:08.050000+00:00,Existing loan takeover,New credit,Application_767475240,15400.0,,,,,,,,,0.054495833333333334,False,False,False
Released,User_15,W_Complete application,Workflow,Workitem_1275295182,suspend,2016-01-04 09:49:26.810000+00:00,Car,Limit raise,Application_351152063,0.0,,,,,,,,,50.42896,False,False,False
statechange,User_31,A_Complete,Application,ApplState_1670906944,complete,2016-01-04 12:34:12.073000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,0.012986944444444445,False,False,False
statechange,User_11,O_Created,Offer,OfferState_560671756,complete,2016-01-04 17:54:04.530000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,Offer_1636586660,0.002805,False,False,False
Released,User_38,W_Call incomplete files,Workflow,Workitem_172768851,suspend,2016-02-06 14:34:46.113000+00:00,Car,Limit raise,Application_1128910355,0.0,,,,,,,,,162.66368305555554,True,True,True
Created,User_10,O_Create Offer,Offer,Offer_2083931403,complete,2016-01-04 18:53:14.134000+00:00,Car,New credit,Application_2062932311,10000.0,10000.0,58.0,True,198.75,True,1016.0,10000.0,,0.0003913888888888889,False,False,False
Obtained,User_102,W_Validate application,Workflow,Workitem_146100325,resume,2016-01-26 11:40:06.354000+00:00,Existing loan takeover,Limit raise,Application_1999238509,10000.0,,,,,,,,,0.0035505555555555555,False,False,False
statechange,User_15,O_Sent (mail and online),Offer,OfferState_1025197961,complete,2016-01-04 08:30:54.167000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,6.3888888888888885e-06,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_1949147739,start,2016-01-04 09:25:59.291000+00:00,Existing loan takeover,New credit,Application_1118236712,15000.0,,,,,,,,,0.032059722222222226,False,False,False
Released,User_20,W_Call after offers,Workflow,Workitem_491252070,suspend,2016-01-04 12:51:42.201000+00:00,Unknown,New credit,Application_1432907447,0.0,,,,,,,,,92.13411833333333,False,False,False
Created,User_1,W_Handle leads,Workflow,Workitem_1584813026,schedule,2016-01-03 12:46:55.099000+00:00,"Other, see explanation",New credit,Application_1130101747,10500.0,,,,,,,,,0.024324166666666664,False,False,False
Created,User_99,W_Call incomplete files,Workflow,Workitem_1749094946,schedule,2016-01-19 12:24:17.620000+00:00,Car,New credit,Application_1946236735,16000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_5,A_Accepted,Application,ApplState_559200711,complete,2016-01-04 15:09:01.352000+00:00,Unknown,New credit,Application_1159653941,0.0,,,,,,,,,0.05069972222222222,False,False,False
Released,User_10,W_Call after offers,Workflow,Workitem_1885280574,suspend,2016-01-05 16:18:32.375000+00:00,Home improvement,New credit,Application_1370588808,25000.0,,,,,,,,,136.07934194444445,True,True,True
Obtained,User_14,W_Call after offers,Workflow,Workitem_426659398,resume,2016-01-13 07:42:24.232000+00:00,Home improvement,New credit,Application_1530322400,5000.0,,,,,,,,,0.007056388888888889,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_823423500,suspend,2016-01-18 09:58:40.001000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,30.879220555555555,False,False,False
statechange,User_21,O_Sent (mail and online),Offer,OfferState_1046556714,complete,2016-01-06 08:58:00.916000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,Offer_203604417,3.888888888888889e-06,False,False,False
Obtained,User_117,W_Validate application,Workflow,Workitem_890456158,start,2016-01-13 08:20:34.316000+00:00,Extra spending limit,Limit raise,Application_895241174,22000.0,,,,,,,,,0.00031888888888888885,False,False,False
